"","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN","ORIGIN_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"5605",2,4,25,1,"2016-04-25","WN",19393,3727,"TPA","FL",835,828,-7,0,0,-1,"0800-0859",13,841,1042,5,1055,1047,0,0,-1,"1000-1059",0,"",0,140,139,121,873,4,1,1
"5606",2,4,25,1,"2016-04-25","WN",19393,3333,"MCO","FL",1010,1010,0,0,0,0,"1000-1059",7,1017,1213,5,1225,1218,0,0,-1,"1200-1259",0,"",0,135,128,116,834,4,1,0
"5607",2,4,25,1,"2016-04-25","WN",19393,3875,"MCO","FL",735,734,-1,0,0,-1,"0700-0759",17,751,943,5,950,948,0,0,-1,"0900-0959",0,"",0,135,134,112,834,4,1,1
"5608",2,4,25,1,"2016-04-25","WN",19393,4024,"MDW","IL",705,703,-2,0,0,-1,"0700-0759",12,715,910,5,925,915,0,0,-1,"0900-0959",0,"",0,80,72,55,402,2,1,1
"5681",2,4,26,2,"2016-04-26","DL",19790,1142,"ATL","GA",1800,1755,-5,0,0,-1,"1800-1859",11,1806,1919,6,1942,1925,0,0,-2,"1900-1959",0,"",0,102,90,73,526,3,0,0
"5682",2,4,26,2,"2016-04-26","DL",19790,373,"MSP","MN",1318,1315,-3,0,0,-1,"1300-1359",16,1331,1601,4,1620,1605,0,0,-1,"1600-1659",0,"",0,122,110,90,726,3,0,0
"5683",2,4,26,2,"2016-04-26","DL",19790,792,"ATL","GA",1310,1306,-4,0,0,-1,"1300-1359",14,1320,1434,6,1445,1440,0,0,-1,"1400-1459",0,"",0,95,94,74,526,3,0,0
"5684",2,4,26,2,"2016-04-26","DL",19790,1295,"ATL","GA",906,929,23,23,1,1,"0900-0959",17,946,1100,4,1044,1104,20,1,1,"1000-1059",0,"",0,98,95,74,526,3,1,1
"5685",2,4,26,2,"2016-04-26","DL",19790,1383,"ATL","GA",725,723,-2,0,0,-1,"0700-0759",12,735,852,5,900,857,0,0,-1,"0900-0959",0,"",0,95,94,77,526,3,1,1
"5686",2,4,26,2,"2016-04-26","DL",19790,1462,"ATL","GA",1515,1513,-2,0,0,-1,"1500-1559",23,1536,1650,8,1657,1658,1,0,0,"1600-1659",0,"",0,102,105,74,526,3,0,0
"5687",2,4,26,2,"2016-04-26","DL",19790,1599,"ATL","GA",1105,1055,-10,0,0,-1,"1100-1159",21,1116,1229,5,1247,1234,0,0,-1,"1200-1259",0,"",0,102,99,73,526,3,1,0
"5688",2,4,26,2,"2016-04-26","EV",20366,3701,"EWR","NJ",700,656,-4,0,0,-1,"0700-0759",18,714,822,9,830,831,1,0,0,"0800-0859",0,"",0,90,95,68,319,2,1,1
"5689",2,4,26,2,"2016-04-26","EV",20366,3768,"EWR","NJ",1307,1300,-7,0,0,-1,"1300-1359",22,1322,1422,14,1439,1436,0,0,-1,"1400-1459",0,"",0,92,96,60,319,2,0,0
"5690",2,4,26,2,"2016-04-26","EV",20366,3939,"EWR","NJ",1717,1723,6,6,0,0,"1700-1759",40,1803,1901,9,1848,1910,22,1,1,"1800-1859",0,"",0,91,107,58,319,2,0,0
"5691",2,4,26,2,"2016-04-26","EV",20366,4171,"ORD","IL",1035,1031,-4,0,0,-1,"1000-1059",14,1045,1248,6,1302,1254,0,0,-1,"1300-1359",0,"",0,87,83,63,413,2,1,0
"5692",2,4,26,2,"2016-04-26","OO",20304,4447,"DTW","MI",1730,1727,-3,0,0,-1,"1700-1759",15,1742,1816,7,1837,1823,0,0,-1,"1800-1859",0,"",0,67,56,34,201,1,0,0
"5693",2,4,26,2,"2016-04-26","OO",20304,5203,"IAH","TX",731,731,0,0,0,0,"0700-0759",28,759,1130,9,1119,1139,20,1,1,"1100-1159",0,"",0,168,188,151,1117,5,1,1
"5694",2,4,26,2,"2016-04-26","UA",19977,648,"DEN","CO",958,954,-4,0,0,-1,"0900-0959",29,1023,1454,5,1500,1459,0,0,-1,"1500-1559",0,"",0,182,185,151,1290,6,1,0
"5695",2,4,26,2,"2016-04-26","UA",19977,734,"ORD","IL",1414,1409,-5,0,0,-1,"1400-1459",16,1425,1623,5,1645,1628,0,0,-2,"1600-1659",0,"",0,91,79,58,413,2,0,0
"5696",2,4,26,2,"2016-04-26","AA",19805,1252,"DFW","TX",715,711,-4,0,0,-1,"0700-0759",13,724,1039,4,1054,1043,0,0,-1,"1000-1059",0,"",0,159,152,135,1067,5,1,1
"5697",2,4,26,2,"2016-04-26","AA",19805,1426,"DFW","TX",1050,1044,-6,0,0,-1,"1000-1059",11,1055,1407,3,1430,1410,0,0,-2,"1400-1459",0,"",0,160,146,132,1067,5,1,0
"5698",2,4,26,2,"2016-04-26","AA",19805,2458,"DFW","TX",1335,1350,15,15,1,1,"1300-1359",15,1405,1727,4,1710,1731,21,1,1,"1700-1759",0,"",0,155,161,142,1067,5,0,0
"5699",2,4,26,2,"2016-04-26","AA",19805,489,"PHX","AZ",851,845,-6,0,0,-1,"0800-0859",20,905,1539,3,1556,1542,0,0,-1,"1500-1559",0,"",0,245,237,214,1814,8,1,0
"5700",2,4,26,2,"2016-04-26","AA",19805,1677,"CLT","NC",950,945,-5,0,0,-1,"0900-0959",36,1021,1123,4,1120,1127,7,0,0,"1100-1159",0,"",0,90,102,62,366,2,1,1
"5701",2,4,26,2,"2016-04-26","AA",19805,1705,"PHL","PA",1605,1600,-5,0,0,-1,"1600-1659",38,1638,1725,6,1726,1731,5,0,0,"1700-1759",0,"",0,81,91,47,268,2,0,0
"5702",2,4,26,2,"2016-04-26","AA",19805,1745,"CLT","NC",1640,1639,-1,0,0,-1,"1600-1659",25,1704,1803,6,1806,1809,3,0,0,"1800-1859",0,"",0,86,90,59,366,2,0,0
"5703",2,4,26,2,"2016-04-26","AA",19805,1815,"CLT","NC",1140,1132,-8,0,0,-1,"1100-1159",15,1147,1247,3,1309,1250,0,0,-2,"1300-1359",0,"",0,89,78,60,366,2,1,0
"5704",2,4,26,2,"2016-04-26","AA",19805,1840,"CLT","NC",1816,1817,1,1,0,0,"1800-1859",21,1838,1939,5,1942,1944,2,0,0,"1900-1959",0,"",0,86,87,61,366,2,0,0
"5705",2,4,26,2,"2016-04-26","AA",19805,1842,"CLT","NC",1318,1312,-6,0,0,-1,"1300-1359",23,1335,1439,3,1443,1442,0,0,-1,"1400-1459",0,"",0,85,90,64,366,2,0,0
"5706",2,4,26,2,"2016-04-26","AA",19805,1904,"CLT","NC",800,816,16,16,1,1,"0800-0859",12,828,927,5,927,932,5,0,0,"0900-0959",0,"",0,87,76,59,366,2,1,1
"5707",2,4,26,2,"2016-04-26","AA",19805,726,"LAX","CA",1155,1212,17,17,1,1,"1100-1159",17,1229,1945,7,1940,1952,12,0,0,"1900-1959",0,"",0,285,280,256,2136,9,1,0
"5708",2,4,26,2,"2016-04-26","B6",20409,1585,"BOS","MA",1510,1502,-8,0,0,-1,"1500-1559",12,1514,1634,4,1700,1638,0,0,-2,"1700-1759",0,"",0,110,96,80,496,2,0,0
"5709",2,4,26,2,"2016-04-26","B6",20409,1485,"BOS","MA",825,820,-5,0,0,-1,"0800-0859",14,834,1000,5,1017,1005,0,0,-1,"1000-1059",0,"",0,112,105,86,496,2,1,1
"5710",2,4,26,2,"2016-04-26","B6",20409,1685,"BOS","MA",1727,1809,42,42,1,2,"1700-1759",12,1821,1942,4,1924,1946,22,1,1,"1900-1959",0,"",0,117,97,81,496,2,0,0
"5711",2,4,26,2,"2016-04-26","B6",20409,1285,"BOS","MA",630,621,-9,0,0,-1,"0600-0659",12,633,800,4,823,804,0,0,-2,"0800-0859",0,"",0,113,103,87,496,2,1,1
"5712",2,4,26,2,"2016-04-26","WN",19393,2403,"BWI","MD",1605,1607,2,2,0,0,"1600-1659",12,1619,1656,5,1700,1701,1,0,0,"1700-1759",0,"",0,55,54,37,210,1,0,0
"5713",2,4,26,2,"2016-04-26","WN",19393,3820,"BWI","MD",1035,1030,-5,0,0,-1,"1000-1059",11,1041,1121,5,1135,1126,0,0,-1,"1100-1159",0,"",0,60,56,40,210,1,1,1
"5714",2,4,26,2,"2016-04-26","WN",19393,281,"ATL","GA",825,823,-2,0,0,-1,"0800-0859",16,839,951,14,1010,1005,0,0,-1,"1000-1059",0,"",0,105,102,72,526,3,1,1
"5715",2,4,26,2,"2016-04-26","WN",19393,873,"MDW","IL",1535,1543,8,8,0,0,"1500-1559",9,1552,1749,6,1750,1755,5,0,0,"1700-1759",0,"",0,75,72,57,402,2,0,0
"5716",2,4,26,2,"2016-04-26","WN",19393,2903,"MDW","IL",1320,1321,1,1,0,0,"1300-1359",7,1328,1520,6,1540,1526,0,0,-1,"1500-1559",0,"",0,80,65,52,402,2,0,0
"5717",2,4,26,2,"2016-04-26","WN",19393,4024,"MDW","IL",705,704,-1,0,0,-1,"0700-0759",22,726,921,6,925,927,2,0,0,"0900-0959",0,"",0,80,83,55,402,2,1,1
"5718",2,4,26,2,"2016-04-26","WN",19393,1826,"FLL","FL",1705,1700,-5,0,0,-1,"1700-1759",8,1708,1923,5,1945,1928,0,0,-2,"1900-1959",0,"",0,160,148,135,994,4,0,0
"5719",2,4,26,2,"2016-04-26","WN",19393,1710,"HOU","TX",1135,1132,-3,0,0,-1,"1100-1159",7,1139,1457,6,1515,1503,0,0,-1,"1500-1559",0,"",0,160,151,138,1131,5,1,0
"5720",2,4,26,2,"2016-04-26","WN",19393,3227,"LAS","NV",1745,1746,1,1,0,0,"1700-1759",14,1800,47,7,55,54,0,0,-1,"0001-0559",0,"",0,250,248,227,1910,8,0,1
"5721",2,4,26,2,"2016-04-26","WN",19393,3327,"LAS","NV",930,954,24,24,1,1,"0900-0959",11,1005,1652,7,1640,1659,19,1,1,"1600-1659",0,"",0,250,245,227,1910,8,1,0
"5722",2,4,26,2,"2016-04-26","WN",19393,3131,"MCO","FL",1330,1329,-1,0,0,-1,"1300-1359",9,1338,1531,5,1545,1536,0,0,-1,"1500-1559",0,"",0,135,127,113,834,4,0,0
"5723",2,4,26,2,"2016-04-26","WN",19393,3333,"MCO","FL",1010,1021,11,11,0,0,"1000-1059",13,1034,1227,6,1225,1233,8,0,0,"1200-1259",0,"",0,135,132,113,834,4,1,0
"5724",2,4,26,2,"2016-04-26","WN",19393,3875,"MCO","FL",735,730,-5,0,0,-1,"0700-0759",19,749,941,6,950,947,0,0,-1,"0900-0959",0,"",0,135,137,112,834,4,1,1
"5725",2,4,26,2,"2016-04-26","WN",19393,2701,"STL","MO",1540,1629,49,49,1,3,"1500-1559",17,1646,1905,6,1815,1911,56,1,3,"1800-1859",0,"",0,95,102,79,554,3,0,0
"5726",2,4,26,2,"2016-04-26","WN",19393,296,"TPA","FL",1515,1513,-2,0,0,-1,"1500-1559",18,1531,1732,10,1735,1742,7,0,0,"1700-1759",0,"",0,140,149,121,873,4,0,0
"5727",2,4,26,2,"2016-04-26","WN",19393,3378,"TPA","FL",1155,1149,-6,0,0,-1,"1100-1159",8,1157,1402,6,1410,1408,0,0,-1,"1400-1459",0,"",0,135,139,125,873,4,1,0
"5728",2,4,26,2,"2016-04-26","WN",19393,3727,"TPA","FL",835,828,-7,0,0,-1,"0800-0859",22,850,1052,5,1055,1057,2,0,0,"1000-1059",0,"",0,140,149,122,873,4,1,1
"5729",2,4,26,2,"2016-04-26","WN",19393,4,"DAL","TX",835,830,-5,0,0,-1,"0800-0859",15,845,1153,6,1210,1159,0,0,-1,"1200-1259",0,"",0,155,149,128,1060,5,1,0
"5730",2,4,26,2,"2016-04-26","WN",19393,2153,"RSW","FL",1500,1647,107,107,1,7,"1500-1559",11,1658,1909,6,1730,1915,105,1,7,"1700-1759",0,"",0,150,148,131,966,4,0,0
"5790",2,4,27,3,"2016-04-27","DL",19790,373,"MSP","MN",1318,1319,1,1,0,0,"1300-1359",15,1334,1608,6,1620,1614,0,0,-1,"1600-1659",0,"",0,122,115,94,726,3,0,0
"5791",2,4,27,3,"2016-04-27","DL",19790,792,"ATL","GA",1310,1306,-4,0,0,-1,"1300-1359",16,1322,1435,4,1445,1439,0,0,-1,"1400-1459",0,"",0,95,93,73,526,3,0,0
"5792",2,4,27,3,"2016-04-27","DL",19790,1295,"ATL","GA",906,1002,56,56,1,3,"0900-0959",21,1023,1134,3,1044,1137,53,1,3,"1000-1059",0,"",0,98,95,71,526,3,1,1
"5793",2,4,27,3,"2016-04-27","DL",19790,1383,"ATL","GA",725,721,-4,0,0,-1,"0700-0759",11,732,842,3,900,845,0,0,-1,"0900-0959",0,"",0,95,84,70,526,3,1,1
"5794",2,4,27,3,"2016-04-27","DL",19790,1462,"ATL","GA",1515,1513,-2,0,0,-1,"1500-1559",15,1528,1640,7,1657,1647,0,0,-1,"1600-1659",0,"",0,102,94,72,526,3,0,0
"5795",2,4,27,3,"2016-04-27","DL",19790,1599,"ATL","GA",1105,1116,11,11,0,0,"1100-1159",29,1145,1257,4,1247,1301,14,0,0,"1200-1259",0,"",0,102,105,72,526,3,1,0
"5796",2,4,27,3,"2016-04-27","EV",20366,3701,"EWR","NJ",700,656,-4,0,0,-1,"0700-0759",25,721,823,7,830,830,0,0,0,"0800-0859",0,"",0,90,94,62,319,2,1,1
"5797",2,4,27,3,"2016-04-27","EV",20366,3768,"EWR","NJ",1307,1256,-11,0,0,-1,"1300-1359",25,1321,1419,9,1439,1428,0,0,-1,"1400-1459",0,"",0,92,92,58,319,2,0,0
"5798",2,4,27,3,"2016-04-27","EV",20366,4171,"ORD","IL",1035,1029,-6,0,0,-1,"1000-1059",16,1045,1241,5,1302,1246,0,0,-2,"1300-1359",0,"",0,87,77,56,413,2,1,0
"5799",2,4,27,3,"2016-04-27","OO",20304,5203,"IAH","TX",731,829,58,58,1,3,"0700-0759",22,851,1207,4,1119,1211,52,1,3,"1100-1159",0,"",0,168,162,136,1117,5,1,1
"5800",2,4,27,3,"2016-04-27","UA",19977,648,"DEN","CO",958,952,-6,0,0,-1,"0900-0959",9,1001,1446,4,1500,1450,0,0,-1,"1500-1559",0,"",0,182,178,165,1290,6,1,0
"5801",2,4,27,3,"2016-04-27","UA",19977,734,"ORD","IL",1414,1419,5,5,0,0,"1400-1459",12,1431,1629,4,1645,1633,0,0,-1,"1600-1659",0,"",0,91,74,58,413,2,0,0
"5802",2,4,27,3,"2016-04-27","AA",19805,1252,"DFW","TX",715,708,-7,0,0,-1,"0700-0759",26,734,1044,6,1054,1050,0,0,-1,"1000-1059",0,"",0,159,162,130,1067,5,1,1
"5803",2,4,27,3,"2016-04-27","AA",19805,1426,"DFW","TX",1050,1047,-3,0,0,-1,"1000-1059",14,1101,1410,5,1430,1415,0,0,-1,"1400-1459",0,"",0,160,148,129,1067,5,1,0
"5804",2,4,27,3,"2016-04-27","AA",19805,2458,"DFW","TX",1335,1327,-8,0,0,-1,"1300-1359",11,1338,1651,6,1710,1657,0,0,-1,"1700-1759",0,"",0,155,150,133,1067,5,0,0
"5805",2,4,27,3,"2016-04-27","AA",19805,489,"PHX","AZ",851,844,-7,0,0,-1,"0800-0859",21,905,1539,3,1556,1542,0,0,-1,"1500-1559",0,"",0,245,238,214,1814,8,1,0
"5806",2,4,27,3,"2016-04-27","AA",19805,1677,"CLT","NC",950,942,-8,0,0,-1,"0900-0959",25,1007,1108,7,1120,1115,0,0,-1,"1100-1159",0,"",0,90,93,61,366,2,1,1
"5807",2,4,27,3,"2016-04-27","AA",19805,1705,"PHL","PA",1605,1558,-7,0,0,-1,"1600-1659",15,1613,1702,4,1726,1706,0,0,-2,"1700-1759",0,"",0,81,68,49,268,2,0,0
"5808",2,4,27,3,"2016-04-27","AA",19805,1815,"CLT","NC",1140,1137,-3,0,0,-1,"1100-1159",24,1201,1303,6,1309,1309,0,0,0,"1300-1359",0,"",0,89,92,62,366,2,1,0
"5809",2,4,27,3,"2016-04-27","AA",19805,1842,"CLT","NC",1318,1321,3,3,0,0,"1300-1359",22,1343,1445,6,1443,1451,8,0,0,"1400-1459",0,"",0,85,90,62,366,2,0,0
"5810",2,4,27,3,"2016-04-27","AA",19805,1904,"CLT","NC",800,755,-5,0,0,-1,"0800-0859",16,811,915,7,927,922,0,0,-1,"0900-0959",0,"",0,87,87,64,366,2,1,1
"5811",2,4,27,3,"2016-04-27","B6",20409,1285,"BOS","MA",630,623,-7,0,0,-1,"0600-0659",12,635,758,5,823,803,0,0,-2,"0800-0859",0,"",0,113,100,83,496,2,1,1
"5812",2,4,27,3,"2016-04-27","B6",20409,1485,"BOS","MA",825,820,-5,0,0,-1,"0800-0859",22,842,1000,4,1017,1004,0,0,-1,"1000-1059",0,"",0,112,104,78,496,2,1,1
"5813",2,4,27,3,"2016-04-27","B6",20409,1585,"BOS","MA",1510,1507,-3,0,0,-1,"1500-1559",15,1522,1649,7,1700,1656,0,0,-1,"1700-1759",0,"",0,110,109,87,496,2,0,0
"5814",2,4,27,3,"2016-04-27","WN",19393,281,"ATL","GA",825,909,44,44,1,2,"0800-0859",14,923,1036,3,1010,1039,29,1,1,"1000-1059",0,"",0,105,90,73,526,3,1,1
"5815",2,4,27,3,"2016-04-27","WN",19393,2403,"BWI","MD",1605,1628,23,23,1,1,"1600-1659",11,1639,1717,5,1700,1722,22,1,1,"1700-1759",0,"",0,55,54,38,210,1,0,0
"5816",2,4,27,3,"2016-04-27","WN",19393,3820,"BWI","MD",1035,1031,-4,0,0,-1,"1000-1059",7,1038,1120,4,1135,1124,0,0,-1,"1100-1159",0,"",0,60,53,42,210,1,1,1
"5817",2,4,27,3,"2016-04-27","WN",19393,4,"DAL","TX",835,847,12,12,0,0,"0800-0859",12,859,1209,4,1210,1213,3,0,0,"1200-1259",0,"",0,155,146,130,1060,5,1,0
"5818",2,4,27,3,"2016-04-27","WN",19393,1710,"HOU","TX",1135,1130,-5,0,0,-1,"1100-1159",8,1138,1451,3,1515,1454,0,0,-2,"1500-1559",0,"",0,160,144,133,1131,5,1,0
"5819",2,4,27,3,"2016-04-27","WN",19393,2153,"RSW","FL",1500,1500,0,0,0,0,"1500-1559",13,1513,1723,6,1730,1729,0,0,-1,"1700-1759",0,"",0,150,149,130,966,4,0,0
"5820",2,4,27,3,"2016-04-27","WN",19393,3131,"MCO","FL",1330,1330,0,0,0,0,"1300-1359",7,1337,1530,6,1545,1536,0,0,-1,"1500-1559",0,"",0,135,126,113,834,4,0,0
"5821",2,4,27,3,"2016-04-27","WN",19393,3333,"MCO","FL",1010,1011,1,1,0,0,"1000-1059",15,1026,1221,4,1225,1225,0,0,0,"1200-1259",0,"",0,135,134,115,834,4,1,0
"5822",2,4,27,3,"2016-04-27","WN",19393,3875,"MCO","FL",735,727,-8,0,0,-1,"0700-0759",18,745,940,4,950,944,0,0,-1,"0900-0959",0,"",0,135,137,115,834,4,1,1
"5823",2,4,27,3,"2016-04-27","WN",19393,2903,"MDW","IL",1320,1322,2,2,0,0,"1300-1359",17,1339,1535,5,1540,1540,0,0,0,"1500-1559",0,"",0,80,78,56,402,2,0,0
"5824",2,4,27,3,"2016-04-27","WN",19393,4024,"MDW","IL",705,701,-4,0,0,-1,"0700-0759",21,722,914,3,925,917,0,0,-1,"0900-0959",0,"",0,80,76,52,402,2,1,1
"5825",2,4,27,3,"2016-04-27","WN",19393,296,"TPA","FL",1515,1510,-5,0,0,-1,"1500-1559",9,1519,1720,4,1735,1724,0,0,-1,"1700-1759",0,"",0,140,134,121,873,4,0,0
"5826",2,4,27,3,"2016-04-27","WN",19393,3378,"TPA","FL",1155,1150,-5,0,0,-1,"1100-1159",8,1158,1401,3,1410,1404,0,0,-1,"1400-1459",0,"",0,135,134,123,873,4,1,0
"5827",2,4,27,3,"2016-04-27","WN",19393,3727,"TPA","FL",835,830,-5,0,0,-1,"0800-0859",8,838,1040,3,1055,1043,0,0,-1,"1000-1059",0,"",0,140,133,122,873,4,1,1
"5874",2,4,29,5,"2016-04-29","DL",19790,1295,"ATL","GA",906,904,-2,0,0,-1,"0900-0959",13,917,1029,10,1044,1039,0,0,-1,"1000-1059",0,"",0,98,95,72,526,3,1,1
"5875",2,4,29,5,"2016-04-29","DL",19790,1383,"ATL","GA",725,723,-2,0,0,-1,"0700-0759",11,734,844,3,900,847,0,0,-1,"0900-0959",0,"",0,95,84,70,526,3,1,1
"5876",2,4,29,5,"2016-04-29","EV",20366,3701,"EWR","NJ",645,643,-2,0,0,-1,"0600-0659",18,701,807,6,815,813,0,0,-1,"0800-0859",0,"",0,90,90,66,319,2,1,1
"5877",2,4,29,5,"2016-04-29","AA",19805,1904,"CLT","NC",800,756,-4,0,0,-1,"0800-0859",18,814,911,5,927,916,0,0,-1,"0900-0959",0,"",0,87,80,57,366,2,1,1
"5878",2,4,29,5,"2016-04-29","B6",20409,1285,"BOS","MA",630,625,-5,0,0,-1,"0600-0659",17,642,805,5,823,810,0,0,-1,"0800-0859",0,"",0,113,105,83,496,2,1,1
"5879",2,4,29,5,"2016-04-29","B6",20409,1485,"BOS","MA",825,829,4,4,0,0,"0800-0859",13,842,1000,7,1017,1007,0,0,-1,"1000-1059",0,"",0,112,98,78,496,2,1,1
"5880",2,4,29,5,"2016-04-29","WN",19393,281,"ATL","GA",825,837,12,12,0,0,"0800-0859",26,903,1015,6,1010,1021,11,0,0,"1000-1059",0,"",0,105,104,72,526,3,1,1
"5881",2,4,29,5,"2016-04-29","WN",19393,3875,"MCO","FL",735,730,-5,0,0,-1,"0700-0759",6,736,936,3,950,939,0,0,-1,"0900-0959",0,"",0,135,129,120,834,4,1,1
"5882",2,4,29,5,"2016-04-29","WN",19393,4024,"MDW","IL",705,702,-3,0,0,-1,"0700-0759",12,714,906,3,925,909,0,0,-2,"0900-0959",0,"",0,80,67,52,402,2,1,1
"5918",2,4,30,6,"2016-04-30","AA",19805,1677,"CLT","NC",950,946,-4,0,0,-1,"0900-0959",41,1027,1124,6,1120,1130,10,0,0,"1100-1159",0,"",0,90,104,57,366,2,1,1
"5919",2,4,30,6,"2016-04-30","DL",19790,1599,"ATL","GA",1105,1101,-4,0,0,-1,"1100-1159",11,1112,1221,3,1246,1224,0,0,-2,"1200-1259",0,"",0,101,83,69,526,3,1,0
"5920",2,4,30,6,"2016-04-30","DL",19790,1221,"ATL","GA",1215,1212,-3,0,0,-1,"1200-1259",10,1222,1332,10,1357,1342,0,0,-1,"1300-1359",0,"",0,102,90,70,526,3,0,0
"5921",2,4,30,6,"2016-04-30","DL",19790,1295,"ATL","GA",915,913,-2,0,0,-1,"0900-0959",18,931,1043,2,1054,1045,0,0,-1,"1000-1059",0,"",0,99,92,72,526,3,1,1
"5922",2,4,30,6,"2016-04-30","EV",20366,4171,"ORD","IL",1022,1020,-2,0,0,-1,"1000-1059",12,1032,1230,7,1249,1237,0,0,-1,"1200-1259",0,"",0,87,77,58,413,2,1,0
"5923",2,4,30,6,"2016-04-30","OO",20304,5711,"ORD","IL",730,724,-6,0,0,-1,"0700-0759",31,755,954,5,958,959,1,0,0,"0900-0959",0,"",0,88,95,59,413,2,1,1
"5924",2,4,30,6,"2016-04-30","B6",20409,1485,"BOS","MA",825,822,-3,0,0,-1,"0800-0859",15,837,1001,3,1017,1004,0,0,-1,"1000-1059",0,"",0,112,102,84,496,2,1,1
"5925",2,4,30,6,"2016-04-30","WN",19393,1757,"BNA","TN",1025,1023,-2,0,0,-1,"1000-1059",8,1031,1232,3,1250,1235,0,0,-1,"1200-1259",0,"",0,85,72,61,462,2,1,0
"5926",2,4,30,6,"2016-04-30","WN",19393,3518,"BWI","MD",1000,955,-5,0,0,-1,"1000-1059",8,1003,1046,3,1100,1049,0,0,-1,"1100-1159",0,"",0,60,54,43,210,1,1,1
"5927",2,4,30,6,"2016-04-30","WN",19393,479,"ATL","GA",1130,1138,8,8,0,0,"1100-1159",7,1145,1253,4,1310,1257,0,0,-1,"1300-1359",0,"",0,100,79,68,526,3,1,0
"5928",2,4,30,6,"2016-04-30","WN",19393,2555,"RSW","FL",805,801,-4,0,0,-1,"0800-0859",11,812,1023,4,1035,1027,0,0,-1,"1000-1059",0,"",0,150,146,131,966,4,1,1
"5929",2,4,30,6,"2016-04-30","WN",19393,3219,"TPA","FL",935,930,-5,0,0,-1,"0900-0959",11,941,1140,3,1150,1143,0,0,-1,"1100-1159",0,"",0,135,133,119,873,4,1,1
"5930",2,4,30,6,"2016-04-30","WN",19393,1821,"MCO","FL",1115,1110,-5,0,0,-1,"1100-1159",9,1119,1311,3,1330,1314,0,0,-2,"1300-1359",0,"",0,135,124,112,834,4,1,0
"5931",2,4,30,6,"2016-04-30","WN",19393,2185,"MCO","FL",830,842,12,12,0,0,"0800-0859",35,917,1111,4,1045,1115,30,1,2,"1000-1059",0,"",0,135,153,114,834,4,1,1
"5932",2,4,30,6,"2016-04-30","WN",19393,1132,"MDW","IL",1110,1111,1,1,0,0,"1100-1159",9,1120,1313,12,1325,1325,0,0,0,"1300-1359",0,"",0,75,74,53,402,2,1,0
"6004",2,5,2,1,"2016-05-02","DL",19790,1221,"ATL","GA",1400,1405,5,5,0,0,"1400-1459",17,1422,1533,4,1540,1537,0,0,-1,"1500-1559",0,"",0,100,92,71,526,3,0,0
"6005",2,5,2,1,"2016-05-02","DL",19790,1295,"ATL","GA",908,913,5,5,0,0,"0900-0959",16,929,1043,4,1043,1047,4,0,0,"1000-1059",0,"",0,95,94,74,526,3,1,1
"6006",2,5,2,1,"2016-05-02","EV",20366,3701,"EWR","NJ",700,659,-1,0,0,-1,"0700-0759",27,726,825,7,830,832,2,0,0,"0800-0859",0,"",0,90,93,59,319,2,1,1
"6007",2,5,2,1,"2016-05-02","EV",20366,3768,"EWR","NJ",1305,1300,-5,0,0,-1,"1300-1359",21,1321,1419,27,1437,1446,9,0,0,"1400-1459",0,"",0,92,106,58,319,2,0,0
"6008",2,5,2,1,"2016-05-02","EV",20366,3939,"EWR","NJ",1717,1712,-5,0,0,-1,"1700-1759",27,1739,1838,5,1848,1843,0,0,-1,"1800-1859",0,"",0,91,91,59,319,2,0,0
"6009",2,5,2,1,"2016-05-02","EV",20366,4171,"ORD","IL",1035,1032,-3,0,0,-1,"1000-1059",18,1050,1248,5,1302,1253,0,0,-1,"1300-1359",0,"",0,87,81,58,413,2,1,0
"6010",2,5,2,1,"2016-05-02","AA",19805,1252,"DFW","TX",715,711,-4,0,0,-1,"0700-0759",36,747,1053,6,1054,1059,5,0,0,"1000-1059",0,"",0,159,168,126,1067,5,1,1
"6011",2,5,2,1,"2016-05-02","AA",19805,1426,"DFW","TX",1050,1044,-6,0,0,-1,"1000-1059",22,1106,1413,3,1430,1416,0,0,-1,"1400-1459",0,"",0,160,152,127,1067,5,1,0
"6012",2,5,2,1,"2016-05-02","AA",19805,2394,"ORD","IL",1515,1539,24,24,1,1,"1500-1559",12,1551,1748,5,1735,1753,18,1,1,"1700-1759",0,"",0,80,74,57,413,2,0,0
"6013",2,5,2,1,"2016-05-02","AA",19805,2458,"DFW","TX",1335,1331,-4,0,0,-1,"1300-1359",9,1340,1645,4,1710,1649,0,0,-2,"1700-1759",0,"",0,155,138,125,1067,5,0,0
