"","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN","ORIGIN_STATE_ABR","DEST","DEST_STATE_ABR","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"4791",2,4,14,4,"2016-04-14","EV",20366,3833,"PIT","PA","EWR","NJ",1332,1645,193,193,1,12,"1300-1359",8,1653,1749,9,1507,1758,171,1,11,"1500-1559",0,"",0,95,73,56,319,2,0,0
"4792",2,4,14,4,"2016-04-14","EV",20366,4183,"PIT","PA","EWR","NJ",1509,1500,-9,0,0,-1,"1500-1559",16,1516,1611,8,1642,1619,0,0,-2,"1600-1659",0,"",0,93,79,55,319,2,0,0
"4793",2,4,14,4,"2016-04-14","EV",20366,4422,"PIT","PA","EWR","NJ",931,919,-12,0,0,-1,"0900-0959",10,929,1024,10,1100,1034,0,0,-2,"1100-1159",0,"",0,89,75,55,319,2,1,1
"4794",2,4,14,4,"2016-04-14","DL",19790,1295,"PIT","PA","ATL","GA",1119,1115,-4,0,0,-1,"1100-1159",9,1124,1248,9,1305,1257,0,0,-1,"1300-1359",0,"",0,106,102,84,526,3,1,0
"4795",2,4,14,4,"2016-04-14","DL",19790,1383,"PIT","PA","ATL","GA",940,943,3,3,0,0,"0900-0959",10,953,1113,7,1123,1120,0,0,-1,"1100-1159",0,"",0,103,97,80,526,3,1,1
"4796",2,4,14,4,"2016-04-14","DL",19790,1462,"PIT","PA","ATL","GA",1745,1740,-5,0,0,-1,"1700-1759",14,1754,1917,6,1937,1923,0,0,-1,"1900-1959",0,"",0,112,103,83,526,3,0,0
"4797",2,4,14,4,"2016-04-14","OO",20304,5761,"PIT","PA","IAH","TX",600,555,-5,0,0,-1,"0600-0659",14,609,803,4,809,807,0,0,-1,"0800-0859",0,"",0,189,192,174,1117,5,1,1
"4798",2,4,14,4,"2016-04-14","OO",20304,5845,"PIT","PA","IAH","TX",1438,1440,2,2,0,0,"1400-1459",14,1454,1629,4,1653,1633,0,0,-2,"1600-1659",0,"",0,195,173,155,1117,5,0,0
"4799",2,4,14,4,"2016-04-14","UA",19977,220,"PIT","PA","ORD","IL",1735,1731,-4,0,0,-1,"1700-1759",14,1745,1752,19,1815,1811,0,0,-1,"1800-1859",0,"",0,100,100,67,413,2,0,0
"4800",2,4,14,4,"2016-04-14","UA",19977,606,"PIT","PA","SFO","CA",700,656,-4,0,0,-1,"0700-0759",10,706,909,5,940,914,0,0,-2,"0900-0959",0,"",0,340,318,303,2254,10,1,1
"4801",2,4,14,4,"2016-04-14","UA",19977,643,"PIT","PA","ORD","IL",715,716,1,1,0,0,"0700-0759",20,736,743,13,755,756,1,0,0,"0700-0759",0,"",0,100,100,67,413,2,1,1
"4802",2,4,14,4,"2016-04-14","UA",19977,709,"PIT","PA","DEN","CO",1603,1554,-9,0,0,-1,"1600-1659",9,1603,1652,4,1744,1656,0,0,-2,"1700-1759",0,"",0,221,182,169,1290,6,0,0
"4803",2,4,14,4,"2016-04-14","UA",19977,773,"PIT","PA","DEN","CO",706,658,-8,0,0,-1,"0700-0759",11,709,754,4,843,758,0,0,-2,"0800-0859",0,"",0,217,180,165,1290,6,1,1
"4804",2,4,14,4,"2016-04-14","AA",19805,1252,"PIT","PA","DFW","TX",1231,1225,-6,0,0,-1,"1200-1259",6,1231,1401,8,1435,1409,0,0,-2,"1400-1459",0,"",0,184,164,150,1067,5,0,0
"4805",2,4,14,4,"2016-04-14","AA",19805,1347,"PIT","PA","DFW","TX",733,725,-8,0,0,-1,"0700-0759",15,740,907,9,940,916,0,0,-2,"0900-0959",0,"",0,187,171,147,1067,5,1,1
"4806",2,4,14,4,"2016-04-14","AA",19805,1426,"PIT","PA","DFW","TX",1513,1516,3,3,0,0,"1500-1559",12,1528,1645,3,1720,1648,0,0,-2,"1700-1759",0,"",0,187,152,137,1067,5,0,0
"4807",2,4,14,4,"2016-04-14","AA",19805,2458,"PIT","PA","DFW","TX",1800,1758,-2,0,0,-1,"1800-1859",7,1805,1923,4,2005,1927,0,0,-2,"2000-2059",0,"",0,185,149,138,1067,5,0,0
"4808",2,4,14,4,"2016-04-14","AA",19805,528,"PIT","PA","PHX","AZ",1725,1717,-8,0,0,-1,"1700-1759",13,1730,1825,5,1900,1830,0,0,-2,"1900-1959",0,"",0,275,253,235,1814,8,0,0
"4809",2,4,14,4,"2016-04-14","AA",19805,647,"PIT","PA","PHX","AZ",730,725,-5,0,0,-1,"0700-0759",12,737,832,46,912,918,6,0,0,"0900-0959",0,"",0,282,293,235,1814,8,1,1
"4810",2,4,14,4,"2016-04-14","AA",19805,727,"PIT","PA","LAX","CA",615,607,-8,0,0,-1,"0600-0659",12,619,754,9,829,803,0,0,-2,"0800-0859",0,"",0,314,296,275,2136,9,1,1
"4811",2,4,14,4,"2016-04-14","AA",19805,1700,"PIT","PA","CLT","NC",1200,1202,2,2,0,0,"1200-1259",8,1210,1319,19,1329,1338,9,0,0,"1300-1359",0,"",0,89,96,69,366,2,0,0
"4812",2,4,14,4,"2016-04-14","AA",19805,1705,"PIT","PA","PHL","PA",1804,1810,6,6,0,0,"1800-1859",33,1843,1928,11,1929,1939,10,0,0,"1900-1959",0,"",0,85,89,45,268,2,0,0
"4813",2,4,14,4,"2016-04-14","AA",19805,1711,"PIT","PA","CLT","NC",1530,1530,0,0,0,0,"1500-1559",9,1539,1648,12,1707,1700,0,0,-1,"1700-1759",0,"",0,97,90,69,366,2,0,0
"4814",2,4,14,4,"2016-04-14","AA",19805,1780,"PIT","PA","CLT","NC",701,654,-7,0,0,-1,"0700-0759",9,703,814,9,836,823,0,0,-1,"0800-0859",0,"",0,95,89,71,366,2,1,1
"4815",2,4,14,4,"2016-04-14","AA",19805,1797,"PIT","PA","CLT","NC",845,838,-7,0,0,-1,"0800-0859",10,848,954,11,1020,1005,0,0,-1,"1000-1059",0,"",0,95,87,66,366,2,1,1
"4816",2,4,14,4,"2016-04-14","AA",19805,1933,"PIT","PA","PHL","PA",715,712,-3,0,0,-1,"0700-0759",17,729,823,3,839,826,0,0,-1,"0800-0859",0,"",0,84,74,54,268,2,1,1
"4817",2,4,14,4,"2016-04-14","B6",20409,2007,"PIT","PA","FLL","FL",700,653,-7,0,0,-1,"0700-0759",10,703,916,8,953,924,0,0,-2,"0900-0959",0,"",0,173,151,133,994,4,1,1
"4818",2,4,14,4,"2016-04-14","B6",20409,1486,"PIT","PA","BOS","MA",1054,1048,-6,0,0,-1,"1000-1059",8,1056,1210,3,1224,1213,0,0,-1,"1200-1259",0,"",0,90,85,74,496,2,1,0
"4819",2,4,14,4,"2016-04-14","B6",20409,1286,"PIT","PA","BOS","MA",902,853,-9,0,0,-1,"0900-0959",8,901,1017,6,1033,1023,0,0,-1,"1000-1059",0,"",0,91,90,76,496,2,1,1
"4820",2,4,14,4,"2016-04-14","B6",20409,1686,"PIT","PA","BOS","MA",1740,1736,-4,0,0,-1,"1700-1759",8,1744,1903,7,1913,1910,0,0,-1,"1900-1959",0,"",0,93,94,79,496,2,0,0
"4821",2,4,14,4,"2016-04-14","WN",19393,2153,"PIT","PA","ATL","GA",1805,1815,10,10,0,0,"1800-1859",9,1824,1946,9,1945,1955,10,0,0,"1900-1959",0,"",0,100,100,82,526,3,0,0
"4822",2,4,14,4,"2016-04-14","WN",19393,2966,"PIT","PA","ATL","GA",725,721,-4,0,0,-1,"0700-0759",12,733,855,11,905,906,1,0,0,"0900-0959",0,"",0,100,105,82,526,3,1,1
"4823",2,4,14,4,"2016-04-14","WN",19393,554,"PIT","PA","BNA","TN",625,620,-5,0,0,-1,"0600-0659",9,629,634,7,655,641,0,0,-1,"0600-0659",0,"",0,90,81,65,462,2,1,1
"4824",2,4,14,4,"2016-04-14","WN",19393,3194,"PIT","PA","BWI","MD",600,554,-6,0,0,-1,"0600-0659",9,603,644,4,700,648,0,0,-1,"0700-0759",0,"",0,60,54,41,210,1,1,1
"4825",2,4,14,4,"2016-04-14","WN",19393,3327,"PIT","PA","BWI","MD",1725,1726,1,1,0,0,"1700-1759",10,1736,1816,4,1825,1820,0,0,-1,"1800-1859",0,"",0,60,54,40,210,1,0,0
"4826",2,4,14,4,"2016-04-14","WN",19393,4024,"PIT","PA","BWI","MD",1000,956,-4,0,0,-1,"1000-1059",9,1005,1048,3,1100,1051,0,0,-1,"1100-1159",0,"",0,60,55,43,210,1,1,1
"4827",2,4,14,4,"2016-04-14","WN",19393,2403,"PIT","PA","DAL","TX",1740,1741,1,1,0,0,"1700-1759",11,1752,1914,5,1940,1919,0,0,-2,"1900-1959",0,"",0,180,158,142,1060,5,0,0
"4828",2,4,14,4,"2016-04-14","WN",19393,1439,"PIT","PA","DEN","CO",855,853,-2,0,0,-1,"0800-0859",9,902,952,5,1020,957,0,0,-2,"1000-1059",0,"",0,205,184,170,1290,6,1,1
"4829",2,4,14,4,"2016-04-14","WN",19393,2964,"PIT","PA","FLL","FL",630,627,-3,0,0,-1,"0600-0659",9,636,847,4,905,851,0,0,-1,"0900-0959",0,"",0,155,144,131,994,4,1,1
"4830",2,4,14,4,"2016-04-14","WN",19393,1948,"PIT","PA","LAS","NV",730,725,-5,0,0,-1,"0700-0759",10,735,838,19,905,857,0,0,-1,"0900-0959",0,"",0,275,272,243,1910,8,1,1
"4831",2,4,14,4,"2016-04-14","WN",19393,2903,"PIT","PA","LAS","NV",1630,1630,0,0,0,0,"1600-1659",10,1640,1757,8,1810,1805,0,0,-1,"1800-1859",0,"",0,280,275,257,1910,8,0,0
"4832",2,4,14,4,"2016-04-14","WN",19393,298,"PIT","PA","MCO","FL",1810,1808,-2,0,0,-1,"1800-1859",12,1820,2020,8,2025,2028,3,0,0,"2000-2059",0,"",0,135,140,120,834,4,0,0
"4833",2,4,14,4,"2016-04-14","WN",19393,1533,"PIT","PA","MCO","FL",1255,1259,4,4,0,0,"1200-1259",10,1309,1506,5,1510,1511,1,0,0,"1500-1559",0,"",0,135,132,117,834,4,0,0
"4834",2,4,14,4,"2016-04-14","WN",19393,1711,"PIT","PA","MCO","FL",1550,1547,-3,0,0,-1,"1500-1559",9,1556,1748,8,1805,1756,0,0,-1,"1800-1859",0,"",0,135,129,112,834,4,0,0
"4835",2,4,14,4,"2016-04-14","WN",19393,2241,"PIT","PA","MCO","FL",530,527,-3,0,0,-1,"0001-0559",17,544,733,9,740,742,2,0,0,"0700-0759",0,"",0,130,135,109,834,4,1,1
"4836",2,4,14,4,"2016-04-14","WN",19393,4,"PIT","PA","MDW","IL",1245,1240,-5,0,0,-1,"1200-1259",12,1252,1257,4,1310,1301,0,0,-1,"1300-1359",0,"",0,85,81,65,402,2,0,0
"4837",2,4,14,4,"2016-04-14","WN",19393,281,"PIT","PA","MDW","IL",1045,1042,-3,0,0,-1,"1000-1059",9,1051,1055,5,1110,1100,0,0,-1,"1100-1159",0,"",0,85,78,64,402,2,1,1
"4838",2,4,14,4,"2016-04-14","WN",19393,3131,"PIT","PA","MDW","IL",1615,1620,5,5,0,0,"1600-1659",13,1633,1635,4,1640,1639,0,0,-1,"1600-1659",0,"",0,85,79,62,402,2,0,0
"4839",2,4,14,4,"2016-04-14","WN",19393,3223,"PIT","PA","MDW","IL",650,643,-7,0,0,-1,"0600-0659",22,705,712,6,730,718,0,0,-1,"0700-0759",0,"",0,100,95,67,402,2,1,1
"4840",2,4,14,4,"2016-04-14","WN",19393,3663,"PIT","PA","MDW","IL",1820,1835,15,15,1,1,"1800-1859",9,1844,1845,4,1845,1849,4,0,0,"1800-1859",0,"",0,85,74,61,402,2,0,0
"4841",2,4,14,4,"2016-04-14","WN",19393,3727,"PIT","PA","PHX","AZ",1135,1132,-3,0,0,-1,"1100-1159",9,1141,1233,6,1305,1239,0,0,-2,"1300-1359",0,"",0,270,247,232,1814,8,1,0
"4842",2,4,14,4,"2016-04-14","WN",19393,2199,"PIT","PA","RSW","FL",1030,1026,-4,0,0,-1,"1000-1059",13,1039,1243,5,1305,1248,0,0,-2,"1300-1359",0,"",0,155,142,124,966,4,1,0
"4843",2,4,14,4,"2016-04-14","WN",19393,396,"PIT","PA","STL","MO",1210,1215,5,5,0,0,"1200-1259",11,1226,1247,5,1255,1252,0,0,-1,"1200-1259",0,"",0,105,97,81,554,3,0,0
"4844",2,4,14,4,"2016-04-14","WN",19393,419,"PIT","PA","TPA","FL",1445,1527,42,42,1,2,"1400-1459",10,1537,1728,5,1705,1733,28,1,1,"1700-1759",0,"",0,140,126,111,873,4,0,0
"4845",2,4,14,4,"2016-04-14","WN",19393,2618,"PIT","PA","TPA","FL",535,530,-5,0,0,-1,"0001-0559",10,540,737,4,755,741,0,0,-1,"0700-0759",0,"",0,140,131,117,873,4,1,1
"4846",2,4,14,4,"2016-04-14","DL",19790,373,"MSP","MN","PIT","PA",1318,1317,-1,0,0,-1,"1300-1359",11,1328,1600,4,1620,1604,0,0,-2,"1600-1659",0,"",0,122,107,92,726,3,0,0
"4847",2,4,14,4,"2016-04-14","DL",19790,1599,"ATL","GA","PIT","PA",1105,1103,-2,0,0,-1,"1100-1159",17,1120,1232,3,1247,1235,0,0,-1,"1200-1259",0,"",0,102,92,72,526,3,1,0
"4848",2,4,14,4,"2016-04-14","DL",19790,792,"ATL","GA","PIT","PA",1310,1308,-2,0,0,-1,"1300-1359",11,1319,1436,4,1445,1440,0,0,-1,"1400-1459",0,"",0,95,92,77,526,3,0,0
"4849",2,4,14,4,"2016-04-14","EV",20366,3701,"EWR","NJ","PIT","PA",700,654,-6,0,0,-1,"0700-0759",14,708,804,4,830,808,0,0,-2,"0800-0859",0,"",0,90,74,56,319,2,1,1
"4850",2,4,14,4,"2016-04-14","EV",20366,3768,"EWR","NJ","PIT","PA",1307,1300,-7,0,0,-1,"1300-1359",26,1326,1422,7,1439,1429,0,0,-1,"1400-1459",0,"",0,92,89,56,319,2,0,0
"4851",2,4,14,4,"2016-04-14","EV",20366,4171,"ORD","IL","PIT","PA",1035,1033,-2,0,0,-1,"1000-1059",9,1042,1241,6,1302,1247,0,0,-1,"1300-1359",0,"",0,87,74,59,413,2,1,0
"4852",2,4,14,4,"2016-04-14","DL",19790,1295,"ATL","GA","PIT","PA",906,904,-2,0,0,-1,"0900-0959",13,917,1032,5,1044,1037,0,0,-1,"1000-1059",0,"",0,98,93,75,526,3,1,1
"4853",2,4,14,4,"2016-04-14","DL",19790,1383,"ATL","GA","PIT","PA",725,725,0,0,0,0,"0700-0759",13,738,853,3,900,856,0,0,-1,"0900-0959",0,"",0,95,91,75,526,3,1,1
"4854",2,4,14,4,"2016-04-14","DL",19790,1462,"ATL","GA","PIT","PA",1515,1513,-2,0,0,-1,"1500-1559",15,1528,1640,2,1657,1642,0,0,-1,"1600-1659",0,"",0,102,89,72,526,3,0,0
"4855",2,4,14,4,"2016-04-14","OO",20304,4447,"DTW","MI","PIT","PA",1730,1729,-1,0,0,-1,"1700-1759",18,1747,1822,3,1837,1825,0,0,-1,"1800-1859",0,"",0,67,56,35,201,1,0,0
"4856",2,4,14,4,"2016-04-14","OO",20304,5783,"IAH","TX","PIT","PA",1015,1016,1,1,0,0,"1000-1059",18,1034,1357,6,1403,1403,0,0,0,"1400-1459",0,"",0,168,167,143,1117,5,1,0
"4857",2,4,14,4,"2016-04-14","UA",19977,648,"DEN","CO","PIT","PA",958,951,-7,0,0,-1,"0900-0959",19,1010,1447,4,1500,1451,0,0,-1,"1500-1559",0,"",0,182,180,157,1290,6,1,0
"4858",2,4,14,4,"2016-04-14","UA",19977,734,"ORD","IL","PIT","PA",1414,1412,-2,0,0,-1,"1400-1459",12,1424,1621,7,1645,1628,0,0,-2,"1600-1659",0,"",0,91,76,57,413,2,0,0
"4859",2,4,14,4,"2016-04-14","AA",19805,1252,"DFW","TX","PIT","PA",715,708,-7,0,0,-1,"0700-0759",11,719,1042,5,1054,1047,0,0,-1,"1000-1059",0,"",0,159,159,143,1067,5,1,1
"4860",2,4,14,4,"2016-04-14","AA",19805,1426,"DFW","TX","PIT","PA",1050,1046,-4,0,0,-1,"1000-1059",20,1106,1425,9,1430,1434,4,0,0,"1400-1459",0,"",0,160,168,139,1067,5,1,0
"4861",2,4,14,4,"2016-04-14","AA",19805,2458,"DFW","TX","PIT","PA",1335,1333,-2,0,0,-1,"1300-1359",14,1347,1701,7,1710,1708,0,0,-1,"1700-1759",0,"",0,155,155,134,1067,5,0,0
"4862",2,4,14,4,"2016-04-14","AA",19805,489,"PHX","AZ","PIT","PA",851,845,-6,0,0,-1,"0800-0859",18,903,1535,5,1556,1540,0,0,-2,"1500-1559",0,"",0,245,235,212,1814,8,1,0
"4863",2,4,14,4,"2016-04-14","AA",19805,1677,"CLT","NC","PIT","PA",950,947,-3,0,0,-1,"0900-0959",27,1014,1113,6,1120,1119,0,0,-1,"1100-1159",0,"",0,90,92,59,366,2,1,1
"4864",2,4,14,4,"2016-04-14","AA",19805,1705,"PHL","PA","PIT","PA",1605,1601,-4,0,0,-1,"1600-1659",18,1619,1706,10,1726,1716,0,0,-1,"1700-1759",0,"",0,81,75,47,268,2,0,0
"4865",2,4,14,4,"2016-04-14","AA",19805,1745,"CLT","NC","PIT","PA",1640,1635,-5,0,0,-1,"1600-1659",21,1656,1755,5,1806,1800,0,0,-1,"1800-1859",0,"",0,86,85,59,366,2,0,0
"4866",2,4,14,4,"2016-04-14","AA",19805,1815,"CLT","NC","PIT","PA",1140,1132,-8,0,0,-1,"1100-1159",14,1146,1246,6,1309,1252,0,0,-2,"1300-1359",0,"",0,89,80,60,366,2,1,0
"4867",2,4,14,4,"2016-04-14","AA",19805,1842,"CLT","NC","PIT","PA",1318,1314,-4,0,0,-1,"1300-1359",18,1332,1431,6,1443,1437,0,0,-1,"1400-1459",0,"",0,85,83,59,366,2,0,0
"4868",2,4,14,4,"2016-04-14","AA",19805,1904,"CLT","NC","PIT","PA",800,753,-7,0,0,-1,"0800-0859",21,814,914,6,927,920,0,0,-1,"0900-0959",0,"",0,87,87,60,366,2,1,1
"4869",2,4,14,4,"2016-04-14","B6",20409,1485,"BOS","MA","PIT","PA",825,820,-5,0,0,-1,"0800-0859",19,839,955,4,1017,959,0,0,-2,"1000-1059",0,"",0,112,99,76,496,2,1,1
"4870",2,4,14,4,"2016-04-14","B6",20409,1285,"BOS","MA","PIT","PA",630,628,-2,0,0,-1,"0600-0659",12,640,759,3,823,802,0,0,-2,"0800-0859",0,"",0,113,94,79,496,2,1,1
"4871",2,4,14,4,"2016-04-14","B6",20409,1585,"BOS","MA","PIT","PA",1510,1505,-5,0,0,-1,"1500-1559",10,1515,1632,3,1700,1635,0,0,-2,"1700-1759",0,"",0,110,90,77,496,2,0,0
"4872",2,4,14,4,"2016-04-14","WN",19393,281,"ATL","GA","PIT","PA",825,822,-3,0,0,-1,"0800-0859",29,851,1002,3,1010,1005,0,0,-1,"1000-1059",0,"",0,105,103,71,526,3,1,1
"4873",2,4,14,4,"2016-04-14","WN",19393,2403,"BWI","MD","PIT","PA",1605,1615,10,10,0,0,"1600-1659",11,1626,1703,4,1700,1707,7,0,0,"1700-1759",0,"",0,55,52,37,210,1,0,0
"4874",2,4,14,4,"2016-04-14","WN",19393,3820,"BWI","MD","PIT","PA",1035,1035,0,0,0,0,"1000-1059",8,1043,1122,3,1135,1125,0,0,-1,"1100-1159",0,"",0,60,50,39,210,1,1,1
"4875",2,4,14,4,"2016-04-14","WN",19393,3227,"LAS","NV","PIT","PA",1745,1740,-5,0,0,-1,"1700-1759",18,1758,42,4,55,46,0,0,-1,"0001-0559",0,"",0,250,246,224,1910,8,0,1
"4876",2,4,14,4,"2016-04-14","WN",19393,3327,"LAS","NV","PIT","PA",930,943,13,13,0,0,"0900-0959",13,956,1638,5,1640,1643,3,0,0,"1600-1659",0,"",0,250,240,222,1910,8,1,0
"4877",2,4,14,4,"2016-04-14","WN",19393,3131,"MCO","FL","PIT","PA",1330,1325,-5,0,0,-1,"1300-1359",13,1338,1539,4,1545,1543,0,0,-1,"1500-1559",0,"",0,135,138,121,834,4,0,0
"4878",2,4,14,4,"2016-04-14","WN",19393,3333,"MCO","FL","PIT","PA",1010,1000,-10,0,0,-1,"1000-1059",11,1011,1210,10,1225,1220,0,0,-1,"1200-1259",0,"",0,135,140,119,834,4,1,0
"4879",2,4,14,4,"2016-04-14","WN",19393,3875,"MCO","FL","PIT","PA",735,731,-4,0,0,-1,"0700-0759",18,749,940,4,950,944,0,0,-1,"0900-0959",0,"",0,135,133,111,834,4,1,1
"4880",2,4,14,4,"2016-04-14","WN",19393,4,"DAL","TX","PIT","PA",835,831,-4,0,0,-1,"0800-0859",10,841,1155,4,1210,1159,0,0,-1,"1200-1259",0,"",0,155,148,134,1060,5,1,0
"4881",2,4,14,4,"2016-04-14","WN",19393,1710,"HOU","TX","PIT","PA",1135,1135,0,0,0,0,"1100-1159",8,1143,1502,3,1515,1505,0,0,-1,"1500-1559",0,"",0,160,150,139,1131,5,1,0
"4882",2,4,14,4,"2016-04-14","WN",19393,873,"MDW","IL","PIT","PA",1535,1545,10,10,0,0,"1500-1559",15,1600,1757,3,1750,1800,10,0,0,"1700-1759",0,"",0,75,75,57,402,2,0,0
"4883",2,4,14,4,"2016-04-14","WN",19393,2903,"MDW","IL","PIT","PA",1320,1320,0,0,0,0,"1300-1359",20,1340,1537,4,1540,1541,1,0,0,"1500-1559",0,"",0,80,81,57,402,2,0,0
"4884",2,4,14,4,"2016-04-14","WN",19393,4024,"MDW","IL","PIT","PA",705,703,-2,0,0,-1,"0700-0759",13,716,912,2,925,914,0,0,-1,"0900-0959",0,"",0,80,71,56,402,2,1,1
"4885",2,4,14,4,"2016-04-14","WN",19393,296,"TPA","FL","PIT","PA",1515,1514,-1,0,0,-1,"1500-1559",7,1521,1725,8,1735,1733,0,0,-1,"1700-1759",0,"",0,140,139,124,873,4,0,0
"4886",2,4,14,4,"2016-04-14","WN",19393,3378,"TPA","FL","PIT","PA",1155,1334,99,99,1,6,"1100-1159",8,1342,1540,4,1410,1544,94,1,6,"1400-1459",0,"",0,135,130,118,873,4,1,0
"4887",2,4,14,4,"2016-04-14","WN",19393,3727,"TPA","FL","PIT","PA",835,831,-4,0,0,-1,"0800-0859",9,840,1038,4,1055,1042,0,0,-1,"1000-1059",0,"",0,140,131,118,873,4,1,1
"4888",2,4,14,4,"2016-04-14","WN",19393,2153,"RSW","FL","PIT","PA",1500,1501,1,1,0,0,"1500-1559",11,1512,1723,3,1730,1726,0,0,-1,"1700-1759",0,"",0,150,145,131,966,4,0,0
"4889",2,4,14,4,"2016-04-14","WN",19393,2701,"STL","MO","PIT","PA",1540,1541,1,1,0,0,"1500-1559",9,1550,1808,14,1815,1822,7,0,0,"1800-1859",0,"",0,95,101,78,554,3,0,0
"4890",2,4,15,5,"2016-04-15","AA",19805,2011,"PIT","PA","CLT","NC",520,516,-4,0,0,-1,"0001-0559",10,526,627,6,642,633,0,0,-1,"0600-0659",0,"",0,82,77,61,366,2,1,1
"4891",2,4,16,6,"2016-04-16","DL",19790,665,"PIT","PA","DTW","MI",630,623,-7,0,0,-1,"0600-0659",13,636,712,7,737,719,0,0,-2,"0700-0759",0,"",0,67,56,36,201,1,1,1
"4892",2,4,16,6,"2016-04-16","DL",19790,1102,"PIT","PA","MSP","MN",640,636,-4,0,0,-1,"0600-0659",13,649,732,4,802,736,0,0,-2,"0800-0859",0,"",0,142,120,103,726,3,1,1
"4893",2,4,16,6,"2016-04-16","DL",19790,1108,"PIT","PA","ATL","GA",800,754,-6,0,0,-1,"0800-0859",11,805,923,6,947,929,0,0,-2,"0900-0959",0,"",0,107,95,78,526,3,1,1
"4894",2,4,16,6,"2016-04-16","DL",19790,1903,"PIT","PA","ATL","GA",605,601,-4,0,0,-1,"0600-0659",12,613,730,6,758,736,0,0,-2,"0700-0759",0,"",0,113,95,77,526,3,1,1
"4895",2,4,16,6,"2016-04-16","OO",20304,5761,"PIT","PA","IAH","TX",600,556,-4,0,0,-1,"0600-0659",15,611,803,12,809,815,6,0,0,"0800-0859",0,"",0,189,199,172,1117,5,1,1
"4896",2,4,16,6,"2016-04-16","UA",19977,606,"PIT","PA","SFO","CA",700,704,4,4,0,0,"0700-0759",10,714,903,34,940,937,0,0,-1,"0900-0959",0,"",0,340,333,289,2254,10,1,1
"4897",2,4,16,6,"2016-04-16","UA",19977,643,"PIT","PA","ORD","IL",715,705,-10,0,0,-1,"0700-0759",15,720,722,25,755,747,0,0,-1,"0700-0759",0,"",0,100,102,62,413,2,1,1
"4898",2,4,16,6,"2016-04-16","UA",19977,773,"PIT","PA","DEN","CO",706,NA,NA,NA,NA,NA,"0700-0759",NA,NA,NA,NA,843,NA,NA,NA,NA,"0800-0859",1,"B",0,217,NA,NA,1290,6,1,1
"4899",2,4,16,6,"2016-04-16","AA",19805,1984,"PIT","PA","CLT","NC",520,515,-5,0,0,-1,"0001-0559",13,528,629,3,642,632,0,0,-1,"0600-0659",0,"",0,82,77,61,366,2,1,1
"4900",2,4,16,6,"2016-04-16","AA",19805,623,"PIT","PA","PHX","AZ",730,724,-6,0,0,-1,"0700-0759",10,734,823,13,912,836,0,0,-2,"0900-0959",0,"",0,282,252,229,1814,8,1,1
"4901",2,4,16,6,"2016-04-16","AA",19805,1845,"PIT","PA","PHL","PA",715,707,-8,0,0,-1,"0700-0759",10,717,810,11,838,821,0,0,-2,"0800-0859",0,"",0,83,74,53,268,2,1,1
"4902",2,4,16,6,"2016-04-16","B6",20409,2007,"PIT","PA","FLL","FL",700,650,-10,0,0,-1,"0700-0759",14,704,912,5,953,917,0,0,-2,"0900-0959",0,"",0,173,147,128,994,4,1,1
"4903",2,4,16,6,"2016-04-16","WN",19393,176,"PIT","PA","ATL","GA",600,557,-3,0,0,-1,"0600-0659",10,607,724,8,745,732,0,0,-1,"0700-0759",0,"",0,105,95,77,526,3,1,1
"4904",2,4,16,6,"2016-04-16","WN",19393,2817,"PIT","PA","BNA","TN",725,722,-3,0,0,-1,"0700-0759",13,735,740,5,800,745,0,0,-1,"0800-0859",0,"",0,95,83,65,462,2,1,1
"4905",2,4,16,6,"2016-04-16","WN",19393,3842,"PIT","PA","BWI","MD",555,552,-3,0,0,-1,"0001-0559",10,602,641,7,655,648,0,0,-1,"0600-0659",0,"",0,60,56,39,210,1,1,1
"4906",2,4,16,6,"2016-04-16","WN",19393,3788,"PIT","PA","FLL","FL",715,710,-5,0,0,-1,"0700-0759",8,718,932,8,955,940,0,0,-1,"0900-0959",0,"",0,160,150,134,994,4,1,1
"4907",2,4,16,6,"2016-04-16","WN",19393,3552,"PIT","PA","MCO","FL",625,623,-2,0,0,-1,"0600-0659",10,633,821,7,845,828,0,0,-2,"0800-0859",0,"",0,140,125,108,834,4,1,1
"4908",2,4,16,6,"2016-04-16","WN",19393,3459,"PIT","PA","MDW","IL",700,652,-8,0,0,-1,"0700-0759",23,715,716,5,740,721,0,0,-2,"0700-0759",0,"",0,100,89,61,402,2,1,1
"4909",2,4,16,6,"2016-04-16","WN",19393,2537,"PIT","PA","RSW","FL",615,609,-6,0,0,-1,"0600-0659",9,618,825,5,850,830,0,0,-2,"0800-0859",0,"",0,155,141,127,966,4,1,1
