"","X","YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","UNIQUE_CARRIER","AIRLINE_ID","FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_STATE_ABR","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_STATE_ABR","DEST_WAC","CRS_DEP_TIME","CRS_ARR_TIME","CRS_ELAPSED_TIME","DISTANCE","DISTANCE_GROUP","DEP_AM_PM","ARR_AM_PM"
"151",151,2016,1,3,4,5,"2016-03-04","DL",19790,728,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1954,2145,111,526,3,0,0
"152",152,2016,1,3,4,5,"2016-03-04","B6",20409,1786,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1955,2127,92,496,2,0,0
"153",153,2016,1,3,5,6,"2016-03-05","AA",19805,2017,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1200,1335,95,366,2,0,0
"154",154,2016,1,3,5,6,"2016-03-05","WN",19393,608,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1205,1430,145,834,4,0,0
"155",155,2016,1,3,6,7,"2016-03-06","DL",19790,861,14122,1412202,30198,"PIT","PA",23,11433,1143302,31295,"DTW","MI",43,600,712,72,201,1,1,1
"156",156,2016,1,3,6,7,"2016-03-06","WN",19393,2873,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,640,940,180,994,4,1,1
"157",157,2016,1,3,6,7,"2016-03-06","UA",19977,606,14122,1412202,30198,"PIT","PA",23,14771,1477102,32457,"SFO","CA",91,720,1000,340,2254,10,1,1
"158",158,2016,1,3,7,1,"2016-03-07","AA",19805,1252,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1240,1504,204,1067,5,0,0
"159",159,2016,1,3,7,1,"2016-03-07","WN",19393,1452,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1250,1355,65,210,1,0,0
"160",160,2016,1,3,8,2,"2016-03-08","WN",19393,923,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1030,1305,155,873,4,1,0
"161",161,2016,1,3,9,3,"2016-03-09","AA",19805,1711,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1530,1703,93,366,2,0,0
"162",162,2016,1,3,9,3,"2016-03-09","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1612,1753,221,1290,6,0,0
"163",163,2016,1,3,9,3,"2016-03-09","WN",19393,2477,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1635,1905,150,873,4,0,0
"164",164,2016,1,3,10,4,"2016-03-10","AA",19805,586,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1720,2006,286,1814,8,0,0
"165",165,2016,1,3,10,4,"2016-03-10","WN",19393,4567,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,1730,1925,295,1910,8,0,0
"166",166,2016,1,3,11,5,"2016-03-11","WN",19393,1582,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,1405,1640,155,994,4,0,0
"167",167,2016,1,3,11,5,"2016-03-11","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1516,1735,199,1067,5,0,0
"168",168,2016,1,3,11,5,"2016-03-11","DL",19790,2804,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1620,1808,108,526,3,0,0
"169",169,2016,1,3,11,5,"2016-03-11","B6",20409,1686,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1740,1913,93,496,2,0,0
"170",170,2016,1,3,11,5,"2016-03-11","EV",20366,5559,14122,1412202,30198,"PIT","PA",23,11433,1143302,31295,"DTW","MI",43,1913,2019,66,201,1,0,0
"171",171,2016,1,3,12,6,"2016-03-12","WN",19393,196,14122,1412202,30198,"PIT","PA",23,10693,1069302,30693,"BNA","TN",54,735,820,105,462,2,1,1
"172",172,2016,1,3,14,1,"2016-03-14","WN",19393,2658,14122,1412202,30198,"PIT","PA",23,14635,1463502,31714,"RSW","FL",33,540,815,155,966,4,1,1
"173",173,2016,1,3,14,1,"2016-03-14","AA",19805,727,14122,1412202,30198,"PIT","PA",23,12892,1289203,32575,"LAX","CA",91,600,836,336,2136,9,1,1
"174",174,2016,1,3,15,2,"2016-03-15","AA",19805,2011,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,520,654,94,366,2,1,1
"175",175,2016,1,3,15,2,"2016-03-15","WN",19393,2658,14122,1412202,30198,"PIT","PA",23,14635,1463502,31714,"RSW","FL",33,540,815,155,966,4,1,1
"176",176,2016,1,3,16,3,"2016-03-16","WN",19393,4567,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,1730,1925,295,1910,8,0,0
"177",177,2016,1,3,16,3,"2016-03-16","AA",19805,1705,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,1805,1939,94,268,2,0,0
"178",178,2016,1,3,17,4,"2016-03-17","WN",19393,4064,14122,1412202,30198,"PIT","PA",23,15016,1501603,31123,"STL","MO",64,825,920,115,554,3,1,1
"179",179,2016,1,3,17,4,"2016-03-17","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,940,1123,103,526,3,1,1
"180",180,2016,1,3,18,5,"2016-03-18","B6",20409,1286,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,902,1033,91,496,2,1,1
"181",181,2016,1,3,18,5,"2016-03-18","WN",19393,3006,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,940,1120,220,1290,6,1,1
"182",182,2016,1,3,18,5,"2016-03-18","DL",19790,975,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,940,1123,103,526,3,1,1
"183",183,2016,1,3,18,5,"2016-03-18","AA",19805,2078,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1025,1203,98,366,2,1,0
"184",184,2016,1,3,19,6,"2016-03-19","AA",19805,647,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,700,911,311,1814,8,1,1
"185",185,2016,1,3,19,6,"2016-03-19","B6",20409,2007,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,700,953,173,994,4,1,1
"186",186,2016,1,3,19,6,"2016-03-19","WN",19393,2387,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,700,735,95,402,2,1,1
"187",187,2016,1,3,19,6,"2016-03-19","UA",19977,606,14122,1412202,30198,"PIT","PA",23,14771,1477102,32457,"SFO","CA",91,715,955,340,2254,10,1,1
"188",188,2016,1,3,20,7,"2016-03-20","WN",19393,3701,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,730,925,115,526,3,1,1
"189",189,2016,1,3,20,7,"2016-03-20","DL",19790,2126,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,800,950,110,526,3,1,1
"190",190,2016,1,3,21,1,"2016-03-21","WN",19393,4419,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1225,1250,85,402,2,0,0
"191",191,2016,1,3,21,1,"2016-03-21","DL",19790,1599,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1317,1508,111,526,3,0,0
"192",192,2016,1,3,22,2,"2016-03-22","WN",19393,4177,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1755,1825,90,402,2,0,0
"193",193,2016,1,3,22,2,"2016-03-22","AA",19805,1705,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,1805,1940,95,268,2,0,0
"194",194,2016,1,3,23,3,"2016-03-23","B6",20409,1786,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1955,2127,92,496,2,0,0
"195",195,2016,1,3,24,4,"2016-03-24","WN",19393,2360,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,635,705,90,402,2,1,1
"196",196,2016,1,3,24,4,"2016-03-24","B6",20409,2007,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,700,953,173,994,4,1,1
"197",197,2016,1,3,25,5,"2016-03-25","WN",19393,899,14122,1412202,30198,"PIT","PA",23,12191,1219102,31453,"HOU","TX",74,1535,1750,195,1131,5,0,0
"198",198,2016,1,3,25,5,"2016-03-25","B6",20409,1686,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1740,1913,93,496,2,0,0
"199",199,2016,1,3,26,6,"2016-03-26","WN",19393,4196,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1130,1345,135,834,4,1,0
"200",200,2016,1,3,26,6,"2016-03-26","DL",19790,1295,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1130,1316,106,526,3,1,0
"201",201,2016,1,3,26,6,"2016-03-26","AA",19805,2017,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1200,1335,95,366,2,0,0
"202",202,2016,1,3,27,7,"2016-03-27","WN",19393,3701,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,730,925,115,526,3,1,1
"203",203,2016,1,3,27,7,"2016-03-27","AA",19805,821,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,835,1022,107,366,2,1,1
"204",204,2016,1,3,27,7,"2016-03-27","OO",20304,5943,14122,1412202,30198,"PIT","PA",23,12266,1226603,31453,"IAH","TX",74,1723,1932,189,1117,5,0,0
"205",205,2016,1,3,28,1,"2016-03-28","WN",19393,4064,14122,1412202,30198,"PIT","PA",23,15016,1501603,31123,"STL","MO",64,825,920,115,554,3,1,1
"206",206,2016,1,3,28,1,"2016-03-28","AA",19805,1814,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,845,1032,107,366,2,1,1
"207",207,2016,1,3,28,1,"2016-03-28","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1612,1753,221,1290,6,0,0
"208",208,2016,1,3,29,2,"2016-03-29","WN",19393,1582,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,1405,1640,155,994,4,0,0
"209",209,2016,1,3,29,2,"2016-03-29","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1516,1735,199,1067,5,0,0
"210",210,2016,1,3,29,2,"2016-03-29","DL",19790,2804,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1620,1808,108,526,3,0,0
"211",211,2016,1,3,29,2,"2016-03-29","UA",19977,1234,14122,1412202,30198,"PIT","PA",23,12266,1226603,31453,"IAH","TX",74,1738,1951,193,1117,5,0,0
"212",212,2016,1,3,30,3,"2016-03-30","EV",20366,5559,14122,1412202,30198,"PIT","PA",23,11433,1143302,31295,"DTW","MI",43,1913,2019,66,201,1,0,0
"213",213,2016,1,3,30,3,"2016-03-30","DL",19790,728,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1954,2145,111,526,3,0,0
"214",214,2016,1,3,31,4,"2016-03-31","WN",19393,1243,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1900,2120,140,873,4,0,0
"215",215,2016,2,4,1,5,"2016-04-01","DL",19790,1462,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1755,1947,112,526,3,0,0
"216",216,2016,2,4,1,5,"2016-04-01","WN",19393,4177,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1755,1825,90,402,2,0,0
"217",217,2016,2,4,2,6,"2016-04-02","WN",19393,471,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1740,1955,135,834,4,0,0
"218",218,2016,2,4,3,7,"2016-04-03","WN",19393,4526,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1245,1505,140,873,4,0,0
"219",219,2016,2,4,3,7,"2016-04-03","AA",19805,2056,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1357,1530,93,366,2,0,0
"220",220,2016,2,4,3,7,"2016-04-03","OO",20304,5943,14122,1412202,30198,"PIT","PA",23,12266,1226603,31453,"IAH","TX",74,1723,1932,189,1117,5,0,0
"221",221,2016,2,4,4,1,"2016-04-04","WN",19393,4419,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1225,1250,85,402,2,0,0
"222",222,2016,2,4,4,1,"2016-04-04","AA",19805,1252,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1240,1504,204,1067,5,0,0
"223",223,2016,2,4,4,1,"2016-04-04","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1612,1753,221,1290,6,0,0
"224",224,2016,2,4,5,2,"2016-04-05","WN",19393,4154,14122,1412202,30198,"PIT","PA",23,11259,1125903,30194,"DAL","TX",74,1700,1905,185,1060,5,0,0
"225",225,2016,2,4,5,2,"2016-04-05","UA",19977,220,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1735,1815,100,413,2,0,0
"226",226,2016,2,4,5,2,"2016-04-05","B6",20409,1686,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1740,1913,93,496,2,0,0
"227",227,2016,2,4,6,3,"2016-04-06","DL",19790,1903,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,605,800,115,526,3,1,1
"228",228,2016,2,4,6,3,"2016-04-06","WN",19393,1585,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,615,855,160,994,4,1,1
"229",229,2016,2,4,6,3,"2016-04-06","B6",20409,2007,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,700,953,173,994,4,1,1
"230",230,2016,2,4,7,4,"2016-04-07","DL",19790,1383,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,940,1123,103,526,3,1,1
"231",231,2016,2,4,7,4,"2016-04-07","WN",19393,3006,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,940,1120,220,1290,6,1,1
"232",232,2016,2,4,7,4,"2016-04-07","AA",19805,2078,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1035,1205,90,366,2,1,0
"233",233,2016,2,4,8,5,"2016-04-08","WN",19393,3006,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,940,1120,220,1290,6,1,1
"234",234,2016,2,4,9,6,"2016-04-09","DL",19790,1599,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1327,1515,108,526,3,0,0
"235",235,2016,2,4,9,6,"2016-04-09","WN",19393,1973,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1425,1645,140,873,4,0,0
"236",236,2016,2,4,10,7,"2016-04-10","AA",19805,2458,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1800,2005,185,1067,5,0,0
"237",237,2016,2,4,10,7,"2016-04-10","WN",19393,599,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1810,2005,115,526,3,0,0
"238",238,2016,2,4,11,1,"2016-04-11","DL",19790,1383,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,940,1123,103,526,3,1,1
"239",239,2016,2,4,11,1,"2016-04-11","WN",19393,3006,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,940,1120,220,1290,6,1,1
"240",240,2016,2,4,13,3,"2016-04-13","WN",19393,1828,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,2020,2235,135,873,4,0,0
"241",241,2016,2,4,13,3,"2016-04-13","AA",19805,1731,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,2040,2148,68,268,2,0,0
"242",242,2016,2,4,14,4,"2016-04-14","WN",19393,2701,14122,1412202,30198,"PIT","PA",23,12191,1219102,31453,"HOU","TX",74,1845,2050,185,1131,5,0,0
"243",243,2016,2,4,14,4,"2016-04-14","DL",19790,1142,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,2020,2214,114,526,3,0,0
"244",244,2016,2,4,15,5,"2016-04-15","WN",19393,2241,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,530,740,130,834,4,1,1
"245",245,2016,2,4,16,6,"2016-04-16","WN",19393,3397,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,805,1025,140,834,4,1,1
"246",246,2016,2,4,17,7,"2016-04-17","AA",19805,1889,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1350,1519,89,366,2,0,0
"247",247,2016,2,4,17,7,"2016-04-17","WN",19393,419,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1445,1705,140,873,4,0,0
"248",248,2016,2,4,18,1,"2016-04-18","WN",19393,281,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1045,1110,85,402,2,1,1
"249",249,2016,2,4,18,1,"2016-04-18","UA",19977,709,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,1603,1744,221,1290,6,0,0
"250",250,2016,2,4,19,2,"2016-04-19","WN",19393,3327,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1725,1825,60,210,1,0,0
"251",251,2016,2,4,19,2,"2016-04-19","DL",19790,1462,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1745,1937,112,526,3,0,0
"252",252,2016,2,4,19,2,"2016-04-19","OO",20304,4447,14122,1412202,30198,"PIT","PA",23,11433,1143302,31295,"DTW","MI",43,1912,2018,66,201,1,0,0
"253",253,2016,2,4,20,3,"2016-04-20","WN",19393,2903,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,1630,1810,280,1910,8,0,0
"254",254,2016,2,4,21,4,"2016-04-21","WN",19393,1828,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,2020,2235,135,873,4,0,0
"255",255,2016,2,4,22,5,"2016-04-22","AA",19805,1992,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1350,1519,89,366,2,0,0
"256",256,2016,2,4,22,5,"2016-04-22","WN",19393,419,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1445,1705,140,873,4,0,0
"257",257,2016,2,4,22,5,"2016-04-22","B6",20409,1686,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1740,1913,93,496,2,0,0
"258",258,2016,2,4,23,6,"2016-04-23","WN",19393,934,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,1800,2020,140,873,4,0,0
"259",259,2016,2,4,24,7,"2016-04-24","WN",19393,1273,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,2030,2245,135,873,4,0,0
"260",260,2016,2,4,25,1,"2016-04-25","AA",19805,1426,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1513,1720,187,1067,5,0,0
"261",261,2016,2,4,25,1,"2016-04-25","WN",19393,1711,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1550,1805,135,834,4,0,0
"262",262,2016,2,4,25,1,"2016-04-25","B6",20409,1686,14122,1412202,30198,"PIT","PA",23,10721,1072102,30721,"BOS","MA",13,1740,1913,93,496,2,0,0
"263",263,2016,2,4,26,2,"2016-04-26","AA",19805,1731,14122,1412202,30198,"PIT","PA",23,14100,1410002,34100,"PHL","PA",23,2040,2148,68,268,2,0,0
"264",264,2016,2,4,27,3,"2016-04-27","AA",19805,2458,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1800,2005,185,1067,5,0,0
"265",265,2016,2,4,27,3,"2016-04-27","WN",19393,2153,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1805,1945,100,526,3,0,0
"266",266,2016,2,4,28,4,"2016-04-28","WN",19393,2966,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,725,905,100,526,3,1,1
"267",267,2016,2,4,28,4,"2016-04-28","DL",19790,1108,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,755,946,111,526,3,1,1
"268",268,2016,2,4,29,5,"2016-04-29","WN",19393,281,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1045,1110,85,402,2,1,1
"269",269,2016,2,4,29,5,"2016-04-29","DL",19790,1295,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1119,1305,106,526,3,1,0
"270",270,2016,2,4,29,5,"2016-04-29","AA",19805,1700,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1200,1329,89,366,2,0,0
"271",271,2016,2,4,29,5,"2016-04-29","OO",20304,5845,14122,1412202,30198,"PIT","PA",23,12266,1226603,31453,"IAH","TX",74,1438,1653,195,1117,5,0,0
"272",272,2016,2,4,30,6,"2016-04-30","WN",19393,1132,14122,1412202,30198,"PIT","PA",23,11697,1169704,32467,"FLL","FL",33,1400,1635,155,994,4,0,0
"273",273,2016,2,4,30,6,"2016-04-30","DL",19790,1221,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1445,1640,115,526,3,0,0
"274",274,2016,2,5,1,7,"2016-05-01","WN",19393,3872,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,620,840,140,873,4,1,1
"275",275,2016,2,5,1,7,"2016-05-01","AA",19805,865,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,650,820,90,366,2,1,1
"276",276,2016,2,5,1,7,"2016-05-01","DL",19790,2126,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,750,935,105,526,3,1,1
"277",277,2016,2,5,2,1,"2016-05-02","WN",19393,1828,14122,1412202,30198,"PIT","PA",23,15304,1530402,33195,"TPA","FL",33,2020,2235,135,873,4,0,0
"278",278,2016,2,5,3,2,"2016-05-03","WN",19393,2966,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,725,905,100,526,3,1,1
"279",279,2016,2,5,4,3,"2016-05-04","AA",19805,528,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1725,1900,275,1814,8,0,0
"280",280,2016,2,5,4,3,"2016-05-04","WN",19393,3327,14122,1412202,30198,"PIT","PA",23,10821,1082104,30852,"BWI","MD",35,1725,1825,60,210,1,0,0
"281",281,2016,2,5,4,3,"2016-05-04","UA",19977,220,14122,1412202,30198,"PIT","PA",23,13930,1393004,30977,"ORD","IL",41,1735,1815,100,413,2,0,0
"282",282,2016,2,5,5,4,"2016-05-05","DL",19790,873,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1125,1305,100,526,3,1,0
"283",283,2016,2,5,5,4,"2016-05-05","WN",19393,3727,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1135,1305,270,1814,8,1,0
"284",284,2016,2,5,5,4,"2016-05-05","AA",19805,1252,14122,1412202,30198,"PIT","PA",23,11298,1129804,30194,"DFW","TX",74,1139,1340,181,1067,5,1,0
"285",285,2016,2,5,6,5,"2016-05-06","WN",19393,2199,14122,1412202,30198,"PIT","PA",23,14635,1463502,31714,"RSW","FL",33,1030,1305,155,966,4,1,0
"286",286,2016,2,5,6,5,"2016-05-06","AA",19805,2078,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1035,1205,90,366,2,1,0
"287",287,2016,2,5,6,5,"2016-05-06","DL",19790,873,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1125,1305,100,526,3,1,0
"288",288,2016,2,5,6,5,"2016-05-06","EV",20366,3946,14122,1412202,30198,"PIT","PA",23,11618,1161802,31703,"EWR","NJ",21,1329,1500,91,319,2,0,0
"289",289,2016,2,5,7,6,"2016-05-07","WN",19393,723,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1640,1825,105,526,3,0,0
"290",290,2016,2,5,7,6,"2016-05-07","AA",19805,528,14122,1412202,30198,"PIT","PA",23,14107,1410702,30466,"PHX","AZ",81,1725,1900,275,1814,8,0,0
"291",291,2016,2,5,7,6,"2016-05-07","DL",19790,1462,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1800,1945,105,526,3,0,0
"292",292,2016,2,5,8,7,"2016-05-08","WN",19393,1711,14122,1412202,30198,"PIT","PA",23,13204,1320402,31454,"MCO","FL",33,1550,1805,135,834,4,0,0
"293",293,2016,2,5,8,7,"2016-05-08","DL",19790,1221,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1620,1803,103,526,3,0,0
"294",294,2016,2,5,8,7,"2016-05-08","EV",20366,4300,14122,1412202,30198,"PIT","PA",23,11618,1161802,31703,"EWR","NJ",21,1754,1925,91,319,2,0,0
"295",295,2016,2,5,9,1,"2016-05-09","WN",19393,554,14122,1412202,30198,"PIT","PA",23,10693,1069302,30693,"BNA","TN",54,625,655,90,462,2,1,1
"296",296,2016,2,5,9,1,"2016-05-09","AA",19805,1978,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,700,835,95,366,2,1,1
"297",297,2016,2,5,10,2,"2016-05-10","DL",19790,1221,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,1620,1803,103,526,3,0,0
"298",298,2016,2,5,10,2,"2016-05-10","WN",19393,2903,14122,1412202,30198,"PIT","PA",23,12889,1288903,32211,"LAS","NV",85,1630,1810,280,1910,8,0,0
"299",299,2016,2,5,10,2,"2016-05-10","AA",19805,2084,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,1715,1844,89,366,2,0,0
"300",300,2016,2,5,10,2,"2016-05-10","EV",20366,4300,14122,1412202,30198,"PIT","PA",23,11618,1161802,31703,"EWR","NJ",21,1754,1925,91,319,2,0,0
"301",301,2016,2,5,11,3,"2016-05-11","DL",19790,2126,14122,1412202,30198,"PIT","PA",23,10397,1039705,30397,"ATL","GA",34,750,935,105,526,3,1,1
"302",302,2016,2,5,11,3,"2016-05-11","AA",19805,1730,14122,1412202,30198,"PIT","PA",23,11057,1105703,31057,"CLT","NC",36,845,1020,95,366,2,1,1
"303",303,2016,2,5,11,3,"2016-05-11","WN",19393,1439,14122,1412202,30198,"PIT","PA",23,11292,1129202,30325,"DEN","CO",82,855,1020,205,1290,6,1,1
"304",304,2016,2,5,12,4,"2016-05-12","WN",19393,3131,14122,1412202,30198,"PIT","PA",23,13232,1323202,30977,"MDW","IL",41,1615,1640,85,402,2,0,0
